DCC_freq,I_com,R_in,tau_M,data,ripple_amp,relDCCfreq,ripple_amp_AU
13.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 48.51602044 48.49446255
 48.47291425] mV",0.50992306 mV,65.0,0.5099230604021232
14.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1392.55571686 1396.00651527
 1399.45348158] uV",34.37422478 uV,28.0,0.03437422478130077
14.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 6.96277858 6.98003258 6.99726741] mV,171.87112391 uV,28.0,0.17187112390651577
14.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 13.92555717 13.96006515
 13.99453482] mV",0.34374225 mV,28.0,0.34374224781303153
14.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1397.10796618 1399.40555366
 1401.70143985] uV",22.9185864 uV,42.0,0.022918586397371658
14.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 6.98553983 6.99702777 7.0085072 ] mV,114.59293199 uV,42.0,0.11459293198684983
14.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 13.97107966 13.99405554
 14.0170144 ] mV",229.18586397 uV,42.0,0.22918586397369967
14.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1399.38367016 1401.10575638
 1402.82688616] uV",17.24501074 uV,56.0,0.017245010744704754
14.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 6.99691835 7.00552878 7.01413443] mV,86.22505372 uV,56.0,0.08622505372349927
14.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 13.9938367  14.01105756
 14.02826886] mV",172.45010745 uV,56.0,0.17245010744699854
14.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1400.69526604 1402.07242876
 1403.44897953] uV",14.15179367 uV,70.0,0.014151793671299045
14.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.00347633 7.01036214 7.0172449 ] mV,70.75896836 uV,70.0,0.07075896835649978
14.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.00695266 14.02072429
 14.0344898 ] mV",141.51793671 uV,70.0,0.14151793671299956
14.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2320.92619477 2326.67752545
 2332.4224693 ] uV",57.29037464 uV,28.0,0.05729037463549817
14.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 11.60463097 11.63338763
 11.66211235] mV",286.45187318 uV,28.0,0.28645187317750953
14.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 23.20926195 23.26677525
 23.32422469] mV",0.57290375 mV,28.0,0.5729037463550191
14.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2328.51327696 2332.34258943
 2336.16906642] uV",38.197644 uV,42.0,0.038197643995617044
14.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 11.64256638 11.66171295
 11.68084533] mV",190.98821998 uV,42.0,0.19098821997809434
14.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 23.28513277 23.32342589
 23.36169066] mV",0.38197644 mV,42.0,0.3819764399561887
14.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2332.30611693 2335.17626064
 2338.04481027] uV",28.74168457 uV,56.0,0.028741684574498313
14.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 11.66153058 11.6758813
 11.69022405] mV",143.70842287 uV,56.0,0.14370842287251412
